transaction_id,customer_id,timestamp,amount,channel,country,ground_truth_label
TX_3105824567,CUST_1332,2026-05-26 03:15:04,1458.72,CASH_DEPOSIT,GB,NORMAL
TX_9876515546,CUST_1480,2026-05-26 03:15:58,65.92,ONLINE_PAYMENT,CA,NORMAL
TX_4182666653,CUST_1071,2026-05-26 03:24:35,202.77,ACH,US,NORMAL
TX_6517531326,CUST_1311,2026-05-26 03:28:54,271.62,ONLINE_PAYMENT,KY,NORMAL
TX_2285642016,CUST_1029,2026-05-26 03:30:53,350.06,CASH_DEPOSIT,US,NORMAL
TX_8168204967,CUST_1199,2026-05-26 03:43:59,1303.1,ACH,DE,NORMAL
TX_2979958124,CUST_1174,2026-05-26 03:49:48,45.4,ACH,GB,NORMAL
TX_9988591612,CUST_1377,2026-05-26 03:55:01,164.14,ONLINE_PAYMENT,DE,NORMAL
TX_8259384311,CUST_1372,2026-05-26 04:26:12,595.97,ONLINE_PAYMENT,US,NORMAL
TX_2727535486,CUST_1498,2026-05-26 04:29:23,79.1,WIRE_TRANSFER,US,NORMAL
TX_3294092753,CUST_1144,2026-05-26 04:41:17,69.41,ACH,US,NORMAL
TX_9916336966,CUST_1209,2026-05-26 04:56:44,348.75,ONLINE_PAYMENT,US,NORMAL
TX_7973338959,CUST_1095,2026-05-26 04:58:28,769.19,WIRE_TRANSFER,PA,NORMAL
TX_3674551397,CUST_1006,2026-05-26 05:05:27,1817.41,CASH_DEPOSIT,US,NORMAL
TX_4853705045,CUST_1186,2026-05-26 05:10:46,1534.42,WIRE_TRANSFER,US,NORMAL
TX_4470587327,CUST_1104,2026-05-26 05:23:21,72.53,CASH_DEPOSIT,PA,NORMAL
TX_5764802229,CUST_1172,2026-05-26 05:33:19,340.49,CASH_DEPOSIT,PA,NORMAL
TX_7615840708,CUST_1142,2026-05-26 05:42:40,322.16,ACH,US,NORMAL
TX_1526723719,CUST_1381,2026-05-26 05:44:14,56.67,WIRE_TRANSFER,GB,NORMAL
TX_5191103954,CUST_1167,2026-05-26 05:49:31,672.36,ACH,US,NORMAL
TX_9089926693,CUST_1221,2026-05-26 05:50:06,511.34,ONLINE_PAYMENT,US,NORMAL
TX_3718745786,CUST_1451,2026-05-26 05:52:26,108.17,WIRE_TRANSFER,DE,NORMAL
TX_1379874179,CUST_1205,2026-05-26 05:52:40,1021.35,WIRE_TRANSFER,CA,NORMAL
TX_5406473964,CUST_1326,2026-05-26 06:00:07,248.51,ACH,DE,NORMAL
TX_7891801460,CUST_1122,2026-05-26 06:05:37,40.3,ACH,CA,NORMAL
TX_1204253178,CUST_1222,2026-05-26 06:09:43,458.14,CASH_DEPOSIT,CA,NORMAL
TX_2274617096,CUST_1304,2026-05-26 06:11:50,457.25,ACH,MX,NORMAL
TX_2970753705,CUST_1488,2026-05-26 06:16:22,725.2,ACH,US,NORMAL
TX_5960796665,CUST_1196,2026-05-26 06:25:03,84.98,ONLINE_PAYMENT,US,NORMAL
TX_2153273805,CUST_1379,2026-05-26 06:27:25,718.55,WIRE_TRANSFER,US,NORMAL
TX_8088601714,CUST_1488,2026-05-26 06:27:58,413.05,WIRE_TRANSFER,US,NORMAL
TX_1535559599,CUST_1264,2026-05-26 06:32:13,426.46,CASH_DEPOSIT,US,NORMAL
TX_3442449010,CUST_1106,2026-05-26 06:44:51,183.3,ACH,CA,NORMAL
TX_7842251654,CUST_1438,2026-05-26 07:20:58,116.35,ONLINE_PAYMENT,MX,NORMAL
TX_2164270893,CUST_1292,2026-05-26 07:22:59,2399.63,ACH,KY,NORMAL
TX_6679319196,CUST_1260,2026-05-26 07:32:59,435.93,ONLINE_PAYMENT,GB,NORMAL
TX_1586412136,CUST_1218,2026-05-26 07:36:06,148.49,CASH_DEPOSIT,CA,NORMAL
TX_4218845963,CUST_1221,2026-05-26 07:39:40,135.85,WIRE_TRANSFER,PA,NORMAL
TX_9983763814,CUST_1358,2026-05-26 08:13:36,351.12,CASH_DEPOSIT,DE,NORMAL
TX_7366396017,CUST_1159,2026-05-26 08:17:15,868.76,CASH_DEPOSIT,GB,NORMAL
TX_4395046474,CUST_1421,2026-05-26 08:28:38,286.75,WIRE_TRANSFER,DE,NORMAL
TX_6897092733,CUST_1351,2026-05-26 08:40:28,299.75,ACH,GB,NORMAL
TX_6804025676,CUST_1461,2026-05-26 08:40:55,38.78,CASH_DEPOSIT,US,NORMAL
TX_4542825997,CUST_1043,2026-05-26 08:45:46,882.73,ONLINE_PAYMENT,US,NORMAL
TX_4133117511,CUST_1245,2026-05-26 08:59:28,366.44,CASH_DEPOSIT,US,NORMAL
TX_6295669542,CUST_1285,2026-05-26 09:21:35,186.96,WIRE_TRANSFER,US,NORMAL
TX_7864373348,CUST_1489,2026-05-26 09:26:15,257.57,ONLINE_PAYMENT,US,NORMAL
TX_7598745558,CUST_1231,2026-05-26 09:41:38,14.54,ACH,US,NORMAL
TX_6469864421,CUST_1295,2026-05-26 10:09:27,133.71,ONLINE_PAYMENT,CA,NORMAL
TX_4798477983,CUST_1244,2026-05-26 10:13:58,656.53,WIRE_TRANSFER,US,NORMAL
TX_8106114428,CUST_1220,2026-05-26 10:34:19,692.01,ACH,CA,NORMAL
TX_5497533469,CUST_1419,2026-05-26 10:34:47,271.26,ONLINE_PAYMENT,US,NORMAL
TX_3025574993,CUST_1001,2026-05-26 10:42:24,388.32,ONLINE_PAYMENT,US,NORMAL
TX_6896899328,CUST_1179,2026-05-26 10:43:17,116.28,WIRE_TRANSFER,US,NORMAL
TX_7508522951,CUST_1493,2026-05-26 10:47:04,428.87,WIRE_TRANSFER,US,NORMAL
TX_5513676403,CUST_1284,2026-05-26 11:06:59,594.43,ONLINE_PAYMENT,US,NORMAL
TX_5345918656,CUST_1129,2026-05-26 11:12:10,44.17,ONLINE_PAYMENT,MX,NORMAL
TX_6074562019,CUST_1137,2026-05-26 11:41:38,259.57,WIRE_TRANSFER,MX,NORMAL
TX_4527904178,CUST_1300,2026-05-26 11:47:37,312.34,ACH,US,NORMAL
TX_8381504644,CUST_1326,2026-05-26 11:48:11,1237.92,ONLINE_PAYMENT,US,NORMAL
TX_5125568431,CUST_1169,2026-05-26 11:51:53,42.28,ONLINE_PAYMENT,US,NORMAL
TX_9862103780,CUST_1355,2026-05-26 12:12:00,65.81,CASH_DEPOSIT,CA,NORMAL
TX_3488270884,CUST_1202,2026-05-26 12:20:07,728.01,CASH_DEPOSIT,MX,NORMAL
TX_4877723756,CUST_1041,2026-05-26 12:23:17,928.42,WIRE_TRANSFER,GB,NORMAL
TX_3196545325,CUST_1482,2026-05-26 12:26:58,218.37,ACH,MX,NORMAL
TX_5486568260,CUST_1195,2026-05-26 12:27:45,107.42,CASH_DEPOSIT,CA,NORMAL
TX_7728372274,CUST_1110,2026-05-26 12:32:47,1284.23,ONLINE_PAYMENT,US,NORMAL
TX_8984473676,CUST_1412,2026-05-26 12:38:35,554.9,CASH_DEPOSIT,US,NORMAL
TX_5027337925,CUST_1273,2026-05-26 12:52:06,70.9,ONLINE_PAYMENT,CA,NORMAL
TX_9902875244,CUST_1250,2026-05-26 12:56:25,28.06,CASH_DEPOSIT,DE,NORMAL
TX_7764117705,CUST_1058,2026-05-26 12:59:51,77.81,ACH,US,NORMAL
TX_6591927761,CUST_1246,2026-05-26 13:16:02,402.91,CASH_DEPOSIT,MX,NORMAL
TX_2225796624,CUST_1451,2026-05-26 13:17:31,291.69,CASH_DEPOSIT,US,NORMAL
TX_3962364793,CUST_1248,2026-05-26 13:25:15,380.85,ACH,US,NORMAL
TX_7239045246,CUST_1319,2026-05-26 13:30:59,63.13,ONLINE_PAYMENT,US,NORMAL
TX_1566590088,CUST_1086,2026-05-26 13:40:16,279.17,ONLINE_PAYMENT,US,NORMAL
TX_2908280434,CUST_1412,2026-05-26 13:44:32,756.74,ONLINE_PAYMENT,US,NORMAL
TX_1939042955,CUST_1388,2026-05-26 13:51:14,191.38,WIRE_TRANSFER,US,NORMAL
TX_4508607725,CUST_1490,2026-05-26 13:59:52,426.75,WIRE_TRANSFER,US,NORMAL
TX_2424706705,CUST_1153,2026-05-26 14:01:02,661.66,WIRE_TRANSFER,US,NORMAL
TX_1421182269,CUST_1125,2026-05-26 14:03:39,1241.62,ONLINE_PAYMENT,US,NORMAL
TX_9006535478,CUST_1250,2026-05-26 14:14:29,487.54,CASH_DEPOSIT,GB,NORMAL
TX_9688365603,CUST_1158,2026-05-26 14:23:13,28.07,WIRE_TRANSFER,MX,NORMAL
TX_6306935472,CUST_1497,2026-05-26 14:29:54,15.0,CASH_DEPOSIT,MX,NORMAL
TX_6804850108,CUST_1133,2026-05-26 14:37:34,599.54,ONLINE_PAYMENT,PA,NORMAL
TX_7721822718,CUST_1026,2026-05-26 14:40:09,409.81,ONLINE_PAYMENT,CA,NORMAL
TX_5221740529,CUST_1079,2026-05-26 14:48:48,189.38,ACH,US,NORMAL
TX_8364729769,CUST_1093,2026-05-26 14:57:42,1131.64,ACH,DE,NORMAL
TX_7000390965,CUST_1243,2026-05-26 15:02:46,88.17,ONLINE_PAYMENT,US,NORMAL
TX_2004047906,CUST_1468,2026-05-26 15:07:18,602.52,ONLINE_PAYMENT,US,NORMAL
TX_7277696931,CUST_1320,2026-05-26 15:13:06,407.83,ACH,US,NORMAL
TX_1036351450,CUST_1295,2026-05-26 15:17:16,148.2,CASH_DEPOSIT,US,NORMAL
TX_9025082374,CUST_1320,2026-05-26 15:17:18,159.62,ACH,US,NORMAL
TX_6934654971,CUST_1100,2026-05-26 15:20:15,617.48,ONLINE_PAYMENT,US,NORMAL
TX_6474282056,CUST_1178,2026-05-26 15:22:37,759.49,CASH_DEPOSIT,US,NORMAL
TX_2874452023,CUST_1340,2026-05-26 15:33:00,1444.07,CASH_DEPOSIT,MX,NORMAL
TX_7158856500,CUST_1415,2026-05-26 15:35:13,497.07,CASH_DEPOSIT,US,NORMAL
TX_4260706483,CUST_1365,2026-05-26 15:41:54,990.65,ONLINE_PAYMENT,US,NORMAL
TX_1940022414,CUST_1137,2026-05-26 15:46:27,188.78,ACH,CA,NORMAL
TX_4025112594,CUST_1445,2026-05-26 16:02:39,269.02,WIRE_TRANSFER,DE,NORMAL
TX_9843641767,CUST_1094,2026-05-26 16:23:47,752.46,WIRE_TRANSFER,CA,NORMAL
TX_4960579149,CUST_1481,2026-05-26 16:25:55,261.08,ACH,US,NORMAL
TX_8150736635,CUST_1087,2026-05-26 16:28:23,203.83,ACH,KY,NORMAL
TX_1779705253,CUST_1405,2026-05-26 16:33:00,912.69,ONLINE_PAYMENT,US,NORMAL
TX_8439951403,CUST_1241,2026-05-26 16:40:15,186.31,ONLINE_PAYMENT,US,NORMAL
TX_3776011793,CUST_1254,2026-05-26 16:43:22,1510.25,ONLINE_PAYMENT,US,NORMAL
TX_8952782076,CUST_1423,2026-05-26 17:07:27,50.95,ACH,US,NORMAL
TX_9717175839,CUST_1188,2026-05-26 17:16:49,314.62,WIRE_TRANSFER,US,NORMAL
TX_6738840177,CUST_1125,2026-05-26 17:17:01,12.67,WIRE_TRANSFER,US,NORMAL
TX_4359141052,CUST_1148,2026-05-26 17:31:55,399.68,CASH_DEPOSIT,US,NORMAL
TX_9156527614,CUST_1453,2026-05-26 17:37:11,2224.26,CASH_DEPOSIT,CA,NORMAL
TX_6000009225,CUST_1119,2026-05-26 17:49:39,305.94,CASH_DEPOSIT,US,NORMAL
TX_7320734760,CUST_1135,2026-05-26 17:59:14,51.71,WIRE_TRANSFER,GB,NORMAL
TX_1725783958,CUST_1006,2026-05-26 18:19:39,192.98,WIRE_TRANSFER,GB,NORMAL
TX_2785851866,CUST_1452,2026-05-26 18:27:02,1752.24,WIRE_TRANSFER,US,NORMAL
TX_7325737564,CUST_1425,2026-05-26 18:27:42,837.29,CASH_DEPOSIT,DE,NORMAL
TX_1696987256,CUST_1182,2026-05-26 18:28:03,1384.39,ACH,CA,NORMAL
TX_9102530903,CUST_1076,2026-05-26 18:29:37,755.21,ONLINE_PAYMENT,MX,NORMAL
TX_4669411645,CUST_1394,2026-05-26 18:35:46,635.81,ACH,DE,NORMAL
TX_7273103153,CUST_1386,2026-05-26 18:48:12,525.24,CASH_DEPOSIT,US,NORMAL
TX_7067250278,CUST_1295,2026-05-26 19:04:53,414.85,ACH,US,NORMAL
TX_4756459172,CUST_1160,2026-05-26 19:17:48,428.05,WIRE_TRANSFER,CA,NORMAL
TX_6373431675,CUST_1277,2026-05-26 19:27:51,486.45,ACH,US,NORMAL
TX_1862812038,CUST_1496,2026-05-26 19:31:08,15.43,CASH_DEPOSIT,GB,NORMAL
TX_4696694490,CUST_1093,2026-05-26 19:34:38,289.43,ACH,US,NORMAL
TX_5217582539,CUST_1391,2026-05-26 19:45:28,368.54,ONLINE_PAYMENT,MX,NORMAL
TX_5751654002,CUST_1185,2026-05-26 19:59:28,395.76,CASH_DEPOSIT,CA,NORMAL
TX_2571688961,CUST_1111,2026-05-26 20:00:43,1577.51,ONLINE_PAYMENT,CA,NORMAL
TX_9034461003,CUST_1355,2026-05-26 20:02:45,113.46,ONLINE_PAYMENT,US,NORMAL
TX_1458851026,CUST_1323,2026-05-26 20:12:25,483.57,ACH,US,NORMAL
TX_4930438209,CUST_1004,2026-05-26 20:21:03,565.44,ACH,US,NORMAL
TX_4590711152,CUST_1234,2026-05-26 20:25:02,206.82,CASH_DEPOSIT,CA,NORMAL
TX_8327054707,CUST_1031,2026-05-26 20:51:45,204.07,ACH,US,NORMAL
TX_2756070122,CUST_1248,2026-05-26 21:02:30,716.84,WIRE_TRANSFER,US,NORMAL
TX_4427620889,CUST_1486,2026-05-26 21:04:06,515.43,ACH,DE,NORMAL
TX_3892006052,CUST_1370,2026-05-26 21:11:09,293.77,CASH_DEPOSIT,US,NORMAL
TX_8351491401,CUST_1436,2026-05-26 21:14:56,711.72,WIRE_TRANSFER,US,NORMAL
TX_1663629664,CUST_1162,2026-05-26 21:35:45,167.98,ONLINE_PAYMENT,DE,NORMAL
TX_9488715564,CUST_1405,2026-05-26 21:43:27,29.96,WIRE_TRANSFER,US,NORMAL
TX_1817706810,CUST_1167,2026-05-26 21:48:33,270.71,WIRE_TRANSFER,US,NORMAL
TX_2642270644,CUST_1287,2026-05-26 21:51:10,125.46,WIRE_TRANSFER,DE,NORMAL
TX_5880820657,CUST_1367,2026-05-26 21:53:34,374.15,CASH_DEPOSIT,US,NORMAL
TX_7759644247,CUST_1173,2026-05-26 21:57:27,216.33,ONLINE_PAYMENT,US,NORMAL
TX_1860097617,CUST_1344,2026-05-26 22:29:48,357.82,WIRE_TRANSFER,US,NORMAL
TX_3617377805,CUST_1386,2026-05-26 22:38:50,81.76,CASH_DEPOSIT,MX,NORMAL
TX_8195219336,CUST_1228,2026-05-26 22:40:40,407.74,ONLINE_PAYMENT,CA,NORMAL
TX_5677045053,CUST_1007,2026-05-26 22:45:57,208.2,ACH,CA,NORMAL
TX_4208964711,CUST_1440,2026-05-26 22:46:06,289.61,ACH,US,NORMAL
TX_2970427638,CUST_1071,2026-05-26 22:56:07,666.71,CASH_DEPOSIT,US,NORMAL
TX_8286047197,CUST_1466,2026-05-26 23:34:41,243.66,WIRE_TRANSFER,DE,NORMAL
TX_6351134654,CUST_1100,2026-05-26 23:34:45,148.67,ONLINE_PAYMENT,US,NORMAL
TX_5659086958,CUST_1492,2026-05-26 23:37:52,1397.93,ONLINE_PAYMENT,DE,NORMAL
TX_4660410361,CUST_1326,2026-05-26 23:48:16,273.41,CASH_DEPOSIT,US,NORMAL
TX_5954229656,CUST_1367,2026-05-27 00:06:43,1494.58,ACH,US,NORMAL
TX_1671811990,CUST_1440,2026-05-27 00:13:25,235.79,WIRE_TRANSFER,DE,NORMAL
TX_5674583340,CUST_1376,2026-05-27 00:13:51,544.24,ACH,US,NORMAL
TX_7480572559,CUST_1037,2026-05-27 00:28:08,381.91,ONLINE_PAYMENT,US,NORMAL
TX_6411656874,CUST_1051,2026-05-27 00:28:24,211.66,WIRE_TRANSFER,CA,NORMAL
TX_6890240063,CUST_1196,2026-05-27 00:31:41,1054.97,ONLINE_PAYMENT,US,NORMAL
TX_8583450980,CUST_1397,2026-05-27 00:33:33,578.85,ACH,US,NORMAL
TX_2020262123,CUST_1283,2026-05-27 00:41:33,140.42,WIRE_TRANSFER,US,NORMAL
TX_2480526205,CUST_1190,2026-05-27 00:47:37,974.89,CASH_DEPOSIT,US,NORMAL
TX_6558769264,CUST_1327,2026-05-27 01:02:07,92.1,WIRE_TRANSFER,US,NORMAL
TX_8757585120,CUST_1110,2026-05-27 01:09:14,144.05,ONLINE_PAYMENT,US,NORMAL
TX_6265016831,CUST_1083,2026-05-27 01:09:34,85.43,ONLINE_PAYMENT,US,NORMAL
TX_3514980816,CUST_1254,2026-05-27 01:34:25,214.71,ONLINE_PAYMENT,US,NORMAL
TX_6363130326,CUST_1399,2026-05-27 01:34:36,255.38,CASH_DEPOSIT,US,NORMAL
TX_1475641654,CUST_1321,2026-05-27 01:35:47,1353.48,WIRE_TRANSFER,US,NORMAL
TX_6619138852,CUST_1329,2026-05-27 01:50:43,252.54,WIRE_TRANSFER,US,NORMAL
TX_5010545458,CUST_1138,2026-05-27 02:04:31,479.18,ONLINE_PAYMENT,DE,NORMAL
TX_3971451918,CUST_1308,2026-05-27 02:10:48,129.67,CASH_DEPOSIT,CA,NORMAL
TX_5610783750,CUST_1008,2026-05-27 02:19:32,105.65,ACH,US,NORMAL
TX_8626371177,CUST_1147,2026-05-27 02:21:13,288.84,ONLINE_PAYMENT,CA,NORMAL
TX_2387545832,CUST_1210,2026-05-27 02:34:58,190.1,CASH_DEPOSIT,DE,NORMAL
TX_3601954488,CUST_1199,2026-05-27 02:37:46,80.61,WIRE_TRANSFER,DE,NORMAL
TX_9851082595,CUST_1381,2026-05-27 02:40:13,550.19,CASH_DEPOSIT,CA,NORMAL
TX_7504017397,CUST_1076,2026-05-27 02:40:15,30.06,ONLINE_PAYMENT,US,NORMAL
TX_8173430641,CUST_1035,2026-05-27 02:45:43,1277.67,ACH,MX,NORMAL
TX_7038056729,CUST_1488,2026-05-27 02:56:24,766.98,WIRE_TRANSFER,US,NORMAL
TX_4242579642,CUST_1234,2026-05-27 03:09:25,23.01,ONLINE_PAYMENT,US,NORMAL
TX_1786072383,CUST_1206,2026-05-27 03:13:33,2625.72,CASH_DEPOSIT,PA,NORMAL
TX_9195770563,CUST_1059,2026-05-27 03:27:32,119.85,CASH_DEPOSIT,US,NORMAL
TX_4862097674,CUST_1154,2026-05-27 03:30:19,597.17,CASH_DEPOSIT,DE,NORMAL
TX_6000952470,CUST_1360,2026-05-27 03:30:43,980.84,WIRE_TRANSFER,CA,NORMAL
TX_8350384902,CUST_1402,2026-05-27 03:31:14,240.87,ONLINE_PAYMENT,US,NORMAL
TX_5101521037,CUST_1367,2026-05-27 04:04:27,549.68,ACH,US,NORMAL
TX_7462972995,CUST_1434,2026-05-27 04:11:32,1647.36,ONLINE_PAYMENT,US,NORMAL
TX_4984372237,CUST_1024,2026-05-27 04:21:47,403.59,CASH_DEPOSIT,US,NORMAL
TX_5183211669,CUST_1267,2026-05-27 04:28:05,465.24,CASH_DEPOSIT,DE,NORMAL
TX_3347977123,CUST_1051,2026-05-27 04:49:51,621.4,ONLINE_PAYMENT,US,NORMAL
TX_1364714170,CUST_1489,2026-05-27 04:55:39,467.37,ACH,MX,NORMAL
TX_8237380833,CUST_1065,2026-05-27 05:06:34,455.91,CASH_DEPOSIT,US,NORMAL
TX_8137764127,CUST_1476,2026-05-27 05:12:13,268.09,WIRE_TRANSFER,GB,NORMAL
TX_4972053670,CUST_1087,2026-05-27 05:42:46,1423.0,ONLINE_PAYMENT,US,NORMAL
TX_4722414631,CUST_1232,2026-05-27 06:16:33,560.94,ACH,DE,NORMAL
TX_8396987201,CUST_1423,2026-05-27 06:18:37,377.67,ACH,CA,NORMAL
TX_9336353877,CUST_1070,2026-05-27 06:25:23,55.89,ONLINE_PAYMENT,US,NORMAL
TX_2166058670,CUST_1018,2026-05-27 06:29:47,1540.13,CASH_DEPOSIT,US,NORMAL
TX_2396793314,CUST_1349,2026-05-27 06:32:40,384.66,WIRE_TRANSFER,US,NORMAL
TX_4413520679,CUST_1242,2026-05-27 06:47:30,1223.82,CASH_DEPOSIT,GB,NORMAL
TX_7467073633,CUST_1134,2026-05-27 06:51:06,563.12,WIRE_TRANSFER,GB,NORMAL
TX_1588787875,CUST_1431,2026-05-27 06:51:06,702.39,CASH_DEPOSIT,GB,NORMAL
TX_4408903107,CUST_1097,2026-05-27 07:02:38,24.26,CASH_DEPOSIT,US,NORMAL
TX_3362646960,CUST_1135,2026-05-27 07:08:37,285.94,CASH_DEPOSIT,CA,NORMAL
TX_7818994156,CUST_1077,2026-05-27 07:12:13,166.61,CASH_DEPOSIT,US,NORMAL
TX_1697039397,CUST_1256,2026-05-27 07:18:53,76.25,CASH_DEPOSIT,US,NORMAL
TX_7637761996,CUST_1377,2026-05-27 07:31:45,21.96,ACH,CA,NORMAL
TX_6501732573,CUST_1367,2026-05-27 07:36:03,160.59,ONLINE_PAYMENT,US,NORMAL
TX_3771778007,CUST_1077,2026-05-27 07:46:06,251.5,ONLINE_PAYMENT,DE,NORMAL
TX_4154369191,CUST_1350,2026-05-27 07:49:32,79.29,ONLINE_PAYMENT,US,NORMAL
TX_7424419411,CUST_1342,2026-05-27 07:52:30,1310.17,CASH_DEPOSIT,CA,NORMAL
TX_9764538552,CUST_1088,2026-05-27 08:11:03,244.86,CASH_DEPOSIT,CA,NORMAL
TX_8386117322,CUST_1086,2026-05-27 09:02:07,1327.25,ACH,GB,NORMAL
TX_7798241428,CUST_1193,2026-05-27 09:08:01,36.95,CASH_DEPOSIT,US,NORMAL
TX_3063480704,CUST_1248,2026-05-27 09:09:20,125.44,CASH_DEPOSIT,PA,NORMAL
TX_7061443251,CUST_1397,2026-05-27 09:16:20,485.26,ACH,US,NORMAL
TX_3098363243,CUST_1447,2026-05-27 09:25:37,176.66,WIRE_TRANSFER,CA,NORMAL
TX_2383323148,CUST_1094,2026-05-27 09:26:13,117.18,WIRE_TRANSFER,US,NORMAL
TX_5295366353,CUST_1036,2026-05-27 09:27:04,895.74,ONLINE_PAYMENT,DE,NORMAL
TX_4579402178,CUST_1083,2026-05-27 09:32:17,399.43,ACH,US,NORMAL
TX_6045729129,CUST_1490,2026-05-27 10:15:41,731.31,CASH_DEPOSIT,US,NORMAL
TX_1230249217,CUST_1369,2026-05-27 10:28:23,42.74,WIRE_TRANSFER,KY,NORMAL
TX_2917664256,CUST_1073,2026-05-27 10:35:16,347.7,ACH,US,NORMAL
TX_8982197815,CUST_1270,2026-05-27 10:39:26,168.52,WIRE_TRANSFER,US,NORMAL
TX_6227740288,CUST_1186,2026-05-27 10:44:22,541.86,CASH_DEPOSIT,US,NORMAL
TX_7986151280,CUST_1161,2026-05-27 10:45:33,1135.48,WIRE_TRANSFER,US,NORMAL
TX_1299548254,CUST_1285,2026-05-27 10:57:32,241.2,CASH_DEPOSIT,GB,NORMAL
TX_1042331617,CUST_1328,2026-05-27 10:59:26,153.77,ACH,US,NORMAL
TX_1006779966,CUST_1232,2026-05-27 11:02:37,43.6,CASH_DEPOSIT,GB,NORMAL
TX_8287941438,CUST_1312,2026-05-27 11:08:13,28.63,ACH,US,NORMAL
TX_9704383251,CUST_1492,2026-05-27 11:11:48,178.37,WIRE_TRANSFER,GB,NORMAL
TX_7340036327,CUST_1073,2026-05-27 11:18:45,344.89,ONLINE_PAYMENT,US,NORMAL
TX_1178810419,CUST_1365,2026-05-27 11:27:54,405.4,ONLINE_PAYMENT,US,NORMAL
TX_7608153267,CUST_1089,2026-05-27 11:29:00,526.41,ACH,US,NORMAL
TX_2434751674,CUST_1487,2026-05-27 11:38:38,454.73,ACH,CA,NORMAL
TX_2601297604,CUST_1467,2026-05-27 11:42:04,156.96,WIRE_TRANSFER,US,NORMAL
TX_3538508163,CUST_1356,2026-05-27 11:43:34,502.76,WIRE_TRANSFER,US,NORMAL
TX_7227967023,CUST_1245,2026-05-27 11:49:50,89.59,ACH,US,NORMAL
TX_4242119379,CUST_1318,2026-05-27 11:53:23,62.81,ONLINE_PAYMENT,MX,NORMAL
